name,floor,shop_number,category,raw_floor,source_url,source_section,extraction_method
New Balance,L5,532,Shopping,"New Balance一期, L5, 532舖",https://www.newtownplaza.com.hk/zh-hant/時尚購物/,playwright_auto,playwright
NIKE,L5,508,Shopping,"NIKE一期, L5, 508舖",https://www.newtownplaza.com.hk/zh-hant/時尚購物/,playwright_auto,playwright
NIKO-NIKO lifestyle store,L1,A109,Shopping,"NIKO-NIKO lifestyle store三期, L1, A109舖",https://www.newtownplaza.com.hk/zh-hant/時尚購物/,playwright_auto,playwright
Nordace,L2,A214,Shopping,"Nordace三期, L2, A214舖",https://www.newtownplaza.com.hk/zh-hant/時尚購物/,playwright_auto,playwright
O.N.S / kapok,L2,247A,Shopping,"O.N.S / kapok一期, L2, 247A舖",https://www.newtownplaza.com.hk/zh-hant/時尚購物/,playwright_auto,playwright
OLENS,L3,A376A,Shopping,"OLENS三期, L3, A376A舖",https://www.newtownplaza.com.hk/zh-hant/時尚購物/,playwright_auto,playwright
OME32,L3,A365,Shopping,"OME32三期, L3, A365舖",https://www.newtownplaza.com.hk/zh-hant/時尚購物/,playwright_auto,playwright
Onitsuka Tiger,L5,517-518,Shopping,"Onitsuka Tiger一期, L5, 517-518舖",https://www.newtownplaza.com.hk/zh-hant/時尚購物/,playwright_auto,playwright
Opatra London,L3,A349,Shopping,"Opatra London三期, L3, A349舖",https://www.newtownplaza.com.hk/zh-hant/時尚購物/,playwright_auto,playwright
Orogold,L3,A351C,Shopping,"Orogold三期, L3, A351C舖",https://www.newtownplaza.com.hk/zh-hant/時尚購物/,playwright_auto,playwright
OSIM,L6,617,Shopping,"OSIM一期, L6, 617舖",https://www.newtownplaza.com.hk/zh-hant/時尚購物/,playwright_auto,playwright
OTO,L6,608,Shopping,"OTO一期, L6, 608舖",https://www.newtownplaza.com.hk/zh-hant/時尚購物/,playwright_auto,playwright
PANDORA,L3,396,Shopping,"PANDORA一期, L3, 396舖",https://www.newtownplaza.com.hk/zh-hant/時尚購物/,playwright_auto,playwright
PATAGONIA,L5,516,Shopping,"PATAGONIA一期, L5, 516舖",https://www.newtownplaza.com.hk/zh-hant/時尚購物/,playwright_auto,playwright
Petit Main,L2,A204,Shopping,"Petit Main三期, L2, A204舖",https://www.newtownplaza.com.hk/zh-hant/時尚購物/,playwright_auto,playwright
PicoLabb,L6,601,Shopping,"PicoLabb一期, L6, 601舖",https://www.newtownplaza.com.hk/zh-hant/時尚購物/,playwright_auto,playwright
PITANIUM,L3,A313,Shopping,"PITANIUM三期, L3, A313舖",https://www.newtownplaza.com.hk/zh-hant/時尚購物/,playwright_auto,playwright
POLA,L3,L3,Shopping,"POLA一期, L3, Kiosk 3A",https://www.newtownplaza.com.hk/zh-hant/時尚購物/,playwright_auto,playwright
POP MART,L4,407,Shopping,"POP MART一期, L4, 407舖",https://www.newtownplaza.com.hk/zh-hant/時尚購物/,playwright_auto,playwright
Popcorn General Store,L4,415,Shopping,"Popcorn General Store一期, L4, 415舖",https://www.newtownplaza.com.hk/zh-hant/時尚購物/,playwright_auto,playwright
PORTER INTERNATIONAL,L4,481,Shopping,"PORTER INTERNATIONAL一期, L4, 481舖",https://www.newtownplaza.com.hk/zh-hant/時尚購物/,playwright_auto,playwright
