name,floor,shop_number,category,name_en,name_tc,name_sc,raw_floor,source_url,source_section,extraction_method
csl.,G,Counter 7A,Fashion & Shoes,csl.,csl.,csl.,"Counter 7A, Waldorf Avenue",https://www.fortunemalls.com.hk/get/shopping?mall_id=18,api,ai_config_api_variation
AG Mobile,G,Counter 6A,Electronic & IT,AG Mobile,星匯數碼,星匯数码,"Counter 6A, Waldorf Avenue",https://www.fortunemalls.com.hk/get/shopping?mall_id=18,api,ai_config_api_variation
J & M,G,Counter 1A,Fashion & Shoes,J & M,J & M,J & M,"Counter 1A, Waldorf Avenue",https://www.fortunemalls.com.hk/get/shopping?mall_id=18,api,ai_config_api_variation
New Time Digital,G,Counter 7B,Electronic & IT,New Time Digital,新時代數碼專門店,新时代数码专门店,"Counter 7B, Waldorf Avenue",https://www.fortunemalls.com.hk/get/shopping?mall_id=18,api,ai_config_api_variation
Circle K,G,01,Supermarket,Circle K,OK便利店,OK便利店,"Shop 1, Caribbean Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=19,api,ai_config_api_variation
True Chinese Medicine Clinic,G,02,"Services, Education & Beauty",True Chinese Medicine Clinic,正品中醫診所,正品中医诊所,"Shop 2A, Caribbean Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=19,api,ai_config_api_variation
Tokyo Japanese Education Centre,G,02B,"Services, Education & Beauty",Tokyo Japanese Education Centre,東大日本語教育中心,东大日本语教育中心,"Shop 2B, Caribbean Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=19,api,ai_config_api_variation
Greenery Music,G,03,"Services, Education & Beauty",Greenery Music,青苗琴行,青苗琴行,"Shop 3A, Caribbean Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=19,api,ai_config_api_variation
Art Century,G,03B,"Services, Education & Beauty",Art Century,藝術世紀,艺术世纪,"Shop 3B, Caribbean Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=19,api,ai_config_api_variation
Centaline Property,G,04,Banking & Real Estate Services,Centaline Property,中原地產,中原地产,"Shop 4, Caribbean Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=19,api,ai_config_api_variation
Starrysky Optical,G,05,"Services, Education & Beauty",Starrysky Optical,星晴眼鏡,星晴眼镜,"Shop 5A, Caribbean Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=19,api,ai_config_api_variation
Little Prince Art,G,05B,"Services, Education & Beauty",Little Prince Art,小王子藝術,小王子藝術,"Shop 5B, Caribbean Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=19,api,ai_config_api_variation
Gik Ping pickup point,G,06B,"Services, Education & Beauty",Gik Ping pickup point,極拼自提點,極拼自提點,Shop 6B Caribbean Square,https://www.fortunemalls.com.hk/get/shopping?mall_id=19,api,ai_config_api_variation
Popular Learning Centre,G,06A,"Services, Education & Beauty",Popular Learning Centre,大眾教室,大眾教室,"Shop 6A, Caribbean Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=19,api,ai_config_api_variation
Centaline Property,G,07,Banking & Real Estate Services,Centaline Property,中原地產,中原地产,"Shop 7, Caribbean Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=19,api,ai_config_api_variation
